pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
pitch: -9.96,drive: 203,input: -10.00
